,Accuracy,Val_Accuracy,Loss,Val_Loss
0,0.5444444417953491,0.6000000238418579,0.6933553814888,0.6828061938285828
1,0.5444444417953491,0.6000000238418579,0.6889249086380005,0.6750978827476501
2,0.5444444417953491,0.6000000238418579,0.6891111135482788,0.6650261878967285
3,0.5222222208976746,0.6000000238418579,0.6921336650848389,0.6722525358200073
4,0.5444444417953491,0.6000000238418579,0.6903926134109497,0.6501506567001343
5,0.6222222447395325,0.75,0.6708492040634155,0.6140321493148804
6,0.6333333253860474,0.8500000238418579,0.6624197959899902,0.5531364679336548
7,0.6111111044883728,0.699999988079071,0.6481399536132812,0.5923226475715637
8,0.6888889074325562,0.800000011920929,0.6151278018951416,0.4942290782928467
9,0.6555555462837219,0.8999999761581421,0.598774254322052,0.43861883878707886
10,0.7111111283302307,0.800000011920929,0.5707870125770569,0.42643648386001587
11,0.7555555701255798,0.8999999761581421,0.500532329082489,0.3342166543006897
12,0.8111110925674438,0.75,0.41968846321105957,0.48629361391067505
13,0.800000011920929,0.8999999761581421,0.41010043025016785,0.25610268115997314
14,0.855555534362793,0.8999999761581421,0.33164140582084656,0.24221301078796387
15,0.8999999761581421,0.8500000238418579,0.2641049027442932,0.24156799912452698
16,0.9111111164093018,0.8999999761581421,0.20188167691230774,0.22927787899971008
17,0.9333333373069763,0.8999999761581421,0.19174134731292725,0.20255331695079803
18,0.9333333373069763,0.8999999761581421,0.16128280758857727,0.2071746289730072
19,0.9666666388511658,0.8999999761581421,0.1489534229040146,0.15014255046844482
