,Accuracy,Val_Accuracy,Loss,Val_Loss
0,0.6299999952316284,0.6499999761581421,0.7057827115058899,0.6520296335220337
1,0.6333333253860474,0.6499999761581421,0.6709238886833191,0.6393690705299377
2,0.6433333158493042,0.6499999761581421,0.6602288484573364,0.6390990614891052
3,0.6399999856948853,0.6499999761581421,0.6561923623085022,0.6443474888801575
4,0.6433333158493042,0.6499999761581421,0.652847170829773,0.6380193829536438
5,0.6299999952316284,0.75,0.6595264673233032,0.6097893714904785
6,0.6433333158493042,0.75,0.6448195576667786,0.5936871767044067
7,0.6233333349227905,0.75,0.634932279586792,0.5430200099945068
8,0.6466666460037231,0.800000011920929,0.630963146686554,0.5174393653869629
9,0.6666666865348816,0.75,0.5867651104927063,0.5095840096473694
10,0.6633333563804626,0.75,0.6259714961051941,0.5138764381408691
11,0.70333331823349,0.800000011920929,0.5669891238212585,0.4223209321498871
12,0.7233333587646484,0.8999999761581421,0.5248106718063354,0.4230074882507324
13,0.7433333396911621,0.75,0.5165849328041077,0.4892500042915344
14,0.75,0.8500000238418579,0.4684886038303375,0.34766659140586853
15,0.7866666913032532,0.800000011920929,0.4114074409008026,0.35964927077293396
16,0.8133333325386047,0.949999988079071,0.3877025842666626,0.2826462388038635
17,0.8600000143051147,0.949999988079071,0.3166075050830841,0.2480873316526413
18,0.846666693687439,1.0,0.3202139735221863,0.19693391025066376
19,0.8700000047683716,0.8999999761581421,0.2609995901584625,0.18835030496120453
20,0.8866666555404663,0.8500000238418579,0.24398808181285858,0.3455978035926819
21,0.9233333468437195,0.949999988079071,0.18119856715202332,0.11412125825881958
22,0.9666666388511658,0.949999988079071,0.13283753395080566,0.09575571864843369
