,Accuracy,Val_Accuracy,Loss,Val_Loss
0,0.3142857253551483,0.4000000059604645,1.14091157913208,1.0806505680084229
1,0.35357141494750977,0.5,1.1015856266021729,1.057945966720581
2,0.39642858505249023,0.6499999761581421,1.0656914710998535,1.0089269876480103
3,0.5285714268684387,0.6000000238418579,1.028864860534668,0.9389068484306335
4,0.5392857193946838,0.5,1.0063445568084717,0.9048449397087097
5,0.5,0.6000000238418579,0.9914880990982056,0.8637239336967468
6,0.6035714149475098,0.6000000238418579,0.9034516215324402,0.8186949491500854
7,0.6107142567634583,0.75,0.8521378040313721,0.6988154649734497
8,0.6642857193946838,0.6499999761581421,0.7857620120048523,0.6871370077133179
9,0.6678571701049805,0.699999988079071,0.7500762343406677,0.5919148325920105
10,0.6928571462631226,0.800000011920929,0.7162752151489258,0.5223407745361328
11,0.7250000238418579,0.699999988079071,0.6540564894676208,0.5723862648010254
12,0.7392857074737549,0.6499999761581421,0.6339022517204285,0.5821365118026733
13,0.7464285492897034,0.75,0.5704094171524048,0.5923979878425598
14,0.800000011920929,0.75,0.506840169429779,0.5910800695419312
15,0.8428571224212646,0.8999999761581421,0.4191519618034363,0.3467995524406433
16,0.8464285731315613,0.699999988079071,0.3903704285621643,0.4906272888183594
17,0.8642857074737549,0.800000011920929,0.3890649080276489,0.4147605895996094
18,0.8857142925262451,0.8500000238418579,0.32562246918678284,0.4441581666469574
19,0.9071428775787354,0.8500000238418579,0.25603577494621277,0.39951518177986145
20,0.9214285612106323,0.8500000238418579,0.23853318393230438,0.4231297969818115
21,0.9178571701049805,0.8999999761581421,0.23056668043136597,0.34902963042259216
22,0.9142857193946838,0.8500000238418579,0.21946504712104797,0.37854424118995667
23,0.9535714387893677,0.8999999761581421,0.18214735388755798,0.37224844098091125
